Assay_Type_s	AssemblyName_s	BioSample_s	Consent_s	InsertSize_l	Library_Name_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	analyte_type_s	body_site_s	gap_consent_code_s	gap_sample_id_s	gap_subject_id_s	histological_type_s	is_tumor_s	molecular_data_type_s	sex_s	submitted_sample_id_s	submitted_subject_id_s	BioProject_s	BioSampleModel_s	Center_Name_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	gap_accession_s	source_s	study_design_s	study_name_s	submitter_handle_s
RNA-Seq	HG19_Broad_variant	SAMN02791617	none	150	Solexa-221291	4966	2103	SRR1468381	SRS648298	GTEX-12WSI-0011-R7b-SM-5GU78	RNA:Total RNA	Brain - Putamen (basal ganglia)	<not provided>	1268673	985003	Brain	No	RNA Expression (NGS)	male	GTEX-12WSI-0011-R7b-SM-5GU78	GTEX-12WSI	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790832	none	150	Solexa-193609	8349	4210	SRR1468403	SRS648303	GTEX-ZF28-0011-R9a-SM-4WWDY	RNA:Total RNA	Brain - Spinal cord (cervical c-1)	<not provided>	1272957	985215	Brain	No	RNA Expression (NGS)	male	GTEX-ZF28-0011-R9a-SM-4WWDY	GTEX-ZF28	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789437	none	150	Solexa-220382	5150	2440	SRR1468426	SRS648304	GTEX-ZVZP-0926-SM-5GIDB	RNA:Total RNA	Kidney - Cortex	<not provided>	1273543	985249	Kidney	No	RNA Expression (NGS)	male	GTEX-ZVZP-0926-SM-5GIDB	GTEX-ZVZP	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788969	none	150	Solexa-231080	5907	2860	SRR1468447	SRS648305	GTEX-139UW-0005-SM-5NQ8U	RNA:Total RNA	Whole Blood	<not provided>	1269420	985043	Blood	No	RNA Expression (NGS)	male	GTEX-139UW-0005-SM-5NQ8U	GTEX-139UW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789207	none	150	Solexa-232769	5100	2215	SRR1468469	SRS648307	GTEX-13S86-0526-SM-5QGPZ	RNA:Total RNA	Artery - Coronary	<not provided>	1270554	985105	Blood Vessel	No	RNA Expression (NGS)	male	GTEX-13S86-0526-SM-5QGPZ	GTEX-13S86	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793135	none	150	Solexa-226911	8632	4643	SRR1468514	SRS648308	GTEX-13FHO-0011-R10b-SM-5J2MM	RNA:Total RNA	Brain - Frontal Cortex (BA9)	<not provided>	1269556	985052	Brain	No	RNA Expression (NGS)	male	GTEX-13FHO-0011-R10b-SM-5J2MM	GTEX-13FHO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789928	none	150	Solexa-216176	6046	2787	SRR1468532	SRS648309	GTEX-12WSG-2526-SM-5EQ4O	RNA:Total RNA	Muscle - Skeletal	<not provided>	1268649	985001	Muscle	No	RNA Expression (NGS)	female	GTEX-12WSG-2526-SM-5EQ4O	GTEX-12WSG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792222	none	150	Solexa-224626	6168	2948	SRR1468553	SRS648310	GTEX-13PL7-1826-SM-5IJDV	RNA:Total RNA	Artery - Coronary	<not provided>	1270373	985093	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-13PL7-1826-SM-5IJDV	GTEX-13PL7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789088	none	150	Solexa-215588	5236	2363	SRR1468574	SRS648311	GTEX-132Q8-0011-R8b-SM-5DUWX	RNA:Total RNA	Brain - Hypothalamus	<not provided>	1269148	985026	Brain	No	RNA Expression (NGS)	male	GTEX-132Q8-0011-R8b-SM-5DUWX	GTEX-132Q8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790032	none	150	Solexa-226890	8377	4509	SRR1468595	SRS648312	GTEX-13O61-0526-SM-5J2M1	RNA:Total RNA	Heart - Left Ventricle	<not provided>	1270096	985080	Heart	No	RNA Expression (NGS)	male	GTEX-13O61-0526-SM-5J2M1	GTEX-13O61	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792309	none	150	Solexa-187617	8678	4365	SRR1468613	SRS648313	GTEX-Y5V6-0826-SM-4VBRU	RNA:Total RNA	Heart - Left Ventricle	<not provided>	1272277	985181	Heart	No	RNA Expression (NGS)	male	GTEX-Y5V6-0826-SM-4VBRU	GTEX-Y5V6	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793674	none	150	Solexa-232457	5390	2400	SRR1468637	SRS648314	GTEX-145MF-0726-SM-5Q5BT	RNA:Total RNA	Lung	<not provided>	1270943	985129	Lung	No	RNA Expression (NGS)	male	GTEX-145MF-0726-SM-5Q5BT	GTEX-145MF	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789161	none	150	Solexa-231505	5162	2432	SRR1468658	SRS648315	GTEX-ZTPG-0126-SM-5O9AL	RNA:Total RNA	Muscle - Skeletal	<not provided>	1273273	985232	Muscle	No	RNA Expression (NGS)	female	GTEX-ZTPG-0126-SM-5O9AL	GTEX-ZTPG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793564	none	150	Solexa-228552	6799	3465	SRR1468682	SRS648316	GTEX-13NZB-0426-SM-5KM26	RNA:Total RNA	Heart - Atrial Appendage	<not provided>	1269972	985074	Heart	No	RNA Expression (NGS)	male	GTEX-13NZB-0426-SM-5KM26	GTEX-13NZB	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787531	none	150	Solexa-208101	7278	3689	SRR1468700	SRS648317	GTEX-ZUA1-3126-SM-59HJ8	RNA:Total RNA	Pituitary	<not provided>	1273375	985237	Pituitary	No	RNA Expression (NGS)	male	GTEX-ZUA1-3126-SM-59HJ8	GTEX-ZUA1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791149	none	150	Solexa-231086	6257	2810	SRR1468722	SRS648318	GTEX-1122O-2026-SM-5NQ91	RNA:Total RNA	Adipose - Subcutaneous	<not provided>	1267370	984933	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-1122O-2026-SM-5NQ91	GTEX-1122O	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792602	none	150	Solexa-218716	6081	2829	SRR1468744	SRS648319	GTEX-11ZTS-0226-SM-5EQKD	RNA:Total RNA	Adipose - Subcutaneous	<not provided>	1268240	984980	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-11ZTS-0226-SM-5EQKD	GTEX-11ZTS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791509	none	150	Solexa-232431	5226	2304	SRR1468766	SRS648320	GTEX-145MO-0326-SM-5Q5B3	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	<not provided>	1271014	985134	Skin	No	RNA Expression (NGS)	male	GTEX-145MO-0326-SM-5Q5B3	GTEX-145MO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788108	none	150	Solexa-176190	4551	2098	SRR1468787	SRS648321	GTEX-QMRM-0326-SM-4R1K5	RNA:Total RNA	Pancreas	<not provided>	1271619	590974	Pancreas	No	RNA Expression (NGS)	male	GTEX-QMRM-0326-SM-4R1K5	GTEX-QMRM	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792665	none	150	Solexa-231512	6689	3330	SRR1468804	SRS648322	GTEX-144GM-1726-SM-5O9AS	RNA:Total RNA	Stomach	<not provided>	1270831	985121	Stomach	No	RNA Expression (NGS)	male	GTEX-144GM-1726-SM-5O9AS	GTEX-144GM	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788538	none	150	Solexa-192555	6495	2953	SRR1468828	SRS648323	GTEX-ZLV1-0426-SM-4WWC2	RNA:Total RNA	Lung	<not provided>	1273075	985222	Lung	No	RNA Expression (NGS)	female	GTEX-ZLV1-0426-SM-4WWC2	GTEX-ZLV1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791025	none	150	Solexa-179008	8281	4061	SRR1468850	SRS648324	GTEX-ZAB4-0005-SM-4RGM8	RNA:Total RNA	Whole Blood	<not provided>	1272681	985202	Blood	No	RNA Expression (NGS)	male	GTEX-ZAB4-0005-SM-4RGM8	GTEX-ZAB4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787703	none	150	Solexa-229751	5158	2483	SRR1468876	SRS648325	K-562-SM-5LU8G	RNA:Total RNA	Cells - Leukemia cell line (CML)	<not provided>	1273874	590982	Bone Marrow	Yes	RNA Expression (NGS)	female	K-562-SM-5LU8G	K-562	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792800	none	150	Solexa-224498	5866	2833	SRR1468893	SRS648326	GTEX-131XG-0426-SM-5IFGD	RNA:Total RNA	Spleen	<not provided>	1269013	985020	Spleen	No	RNA Expression (NGS)	female	GTEX-131XG-0426-SM-5IFGD	GTEX-131XG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792610	none	150	Solexa-229753	4747	2306	SRR1468914	SRS648327	GTEX-146FQ-1026-SM-5LU8I	RNA:Total RNA	Esophagus - Mucosa	<not provided>	1271062	985136	Esophagus	No	RNA Expression (NGS)	male	GTEX-146FQ-1026-SM-5LU8I	GTEX-146FQ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792706	none	150	Solexa-232488	7156	3473	SRR1468931	SRS648328	GTEX-1497J-0426-SM-5Q5CO	RNA:Total RNA	Pancreas	<not provided>	1271194	985146	Pancreas	No	RNA Expression (NGS)	male	GTEX-1497J-0426-SM-5Q5CO	GTEX-1497J	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792253	none	150	Solexa-229312	6130	2833	SRR1468955	SRS648329	GTEX-13OW7-0011-R10a-SM-5L3H3	RNA:Total RNA	Brain - Frontal Cortex (BA9)	<not provided>	1270290	985089	Brain	No	RNA Expression (NGS)	male	GTEX-13OW7-0011-R10a-SM-5L3H3	GTEX-13OW7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788147	none	150	Solexa-215589	5365	2427	SRR1468974	SRS648330	GTEX-131XW-0011-R8a-SM-5DUWY	RNA:Total RNA	Brain - Hypothalamus	<not provided>	1269057	985022	Brain	No	RNA Expression (NGS)	female	GTEX-131XW-0011-R8a-SM-5DUWY	GTEX-131XW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791062	none	150	Solexa-226878	6752	3567	SRR1468995	SRS648331	GTEX-13OW8-2126-SM-5J1OS	RNA:Total RNA	Heart - Left Ventricle	<not provided>	1270334	985090	Heart	No	RNA Expression (NGS)	male	GTEX-13OW8-2126-SM-5J1OS	GTEX-13OW8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788932	none	150	Solexa-223540	6843	3272	SRR1469014	SRS648332	GTEX-111VG-2626-SM-5GZY2	RNA:Total RNA	Muscle - Skeletal	<not provided>	1267323	984931	Muscle	No	RNA Expression (NGS)	male	GTEX-111VG-2626-SM-5GZY2	GTEX-111VG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792415	none	150	Solexa-178968	6420	2958	SRR1469036	SRS648333	K-562-SM-4RGL3	RNA:Total RNA	Cells - Leukemia cell line (CML)	<not provided>	1273835	590982	Bone Marrow	Yes	RNA Expression (NGS)	female	K-562-SM-4RGL3	K-562	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789308	none	150	Solexa-226933	5654	3053	SRR1469062	SRS648334	GTEX-13JVG-2926-SM-5J2N9	RNA:Total RNA	Minor Salivary Gland	<not provided>	1269797	985064	Salivary Gland	No	RNA Expression (NGS)	male	GTEX-13JVG-2926-SM-5J2N9	GTEX-13JVG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793777	none	150	Solexa-223595	6799	3210	SRR1469080	SRS648335	GTEX-11EM3-0726-SM-5GZZM	RNA:Total RNA	Esophagus - Muscularis	<not provided>	1267624	984949	Esophagus	No	RNA Expression (NGS)	female	GTEX-11EM3-0726-SM-5GZZM	GTEX-11EM3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793217	none	150	Solexa-206540	5814	2983	SRR1469102	SRS648336	GTEX-ZTSS-0226-SM-59877	RNA:Total RNA	Thyroid	<not provided>	1273295	985233	Thyroid	No	RNA Expression (NGS)	male	GTEX-ZTSS-0226-SM-59877	GTEX-ZTSS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787347	none	150	Solexa-232802	4331	1900	SRR1469124	SRS648337	GTEX-13S7M-0826-SM-5QGQX	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1270544	985104	Adipose Tissue	No	RNA Expression (NGS)	female	GTEX-13S7M-0826-SM-5QGQX	GTEX-13S7M	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793032	none	150	Solexa-231438	6360	3020	SRR1469145	SRS648338	GTEX-144GN-0726-SM-5O98O	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1270839	985122	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-144GN-0726-SM-5O98O	GTEX-144GN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788864	none	150	Solexa-193623	8901	4531	SRR1469169	SRS648339	GTEX-ZP4G-0003-SM-4WWED	RNA:Total RNA	Cells - EBV-transformed lymphocytes	<not provided>	1273106	985224	Blood	No	RNA Expression (NGS)	female	GTEX-ZP4G-0003-SM-4WWED	GTEX-ZP4G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788596	none	150	Solexa-192538	7013	3196	SRR1469192	SRS648340	GTEX-ZF2S-0926-SM-4WWBJ	RNA:Total RNA	Artery - Aorta	<not provided>	1272999	985217	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-ZF2S-0926-SM-4WWBJ	GTEX-ZF2S	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792539	none	150	Solexa-193635	9057	4547	SRR1469214	SRS648341	GTEX-ZGAY-0826-SM-4WWEP	RNA:Total RNA	Nerve - Tibial	<not provided>	1273046	985220	Nerve	No	RNA Expression (NGS)	female	GTEX-ZGAY-0826-SM-4WWEP	GTEX-ZGAY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789413	none	150	Solexa-230216	6040	2836	SRR1469237	SRS648342	GTEX-13FTW-1426-SM-5LZWZ	RNA:Total RNA	Breast - Mammary Tissue	<not provided>	1269651	985056	Breast	No	RNA Expression (NGS)	male	GTEX-13FTW-1426-SM-5LZWZ	GTEX-13FTW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790070	none	150	Solexa-224558	6029	2907	SRR1469258	SRS648343	GTEX-133LE-2126-SM-5IJBX	RNA:Total RNA	Nerve - Tibial	<not provided>	1269203	985029	Nerve	No	RNA Expression (NGS)	female	GTEX-133LE-2126-SM-5IJBX	GTEX-133LE	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02791171	none	150	Solexa-230683	6954	3453	SRR1469279	SRS648344	GTEX-11O72-2126-SM-5N9FO	RNA:Total RNA	Breast - Mammary Tissue	<not provided>	1267913	984963	Breast	No	RNA Expression (NGS)	male	GTEX-11O72-2126-SM-5N9FO	GTEX-11O72	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792453	none	150	Solexa-232812	4049	1741	SRR1469300	SRS648345	GTEX-11H98-0008-SM-5QGR8	RNA:Total RNA	Cells - Transformed fibroblasts	<not provided>	1267770	984956	Skin	No	RNA Expression (NGS)	male	GTEX-11H98-0008-SM-5QGR8	GTEX-11H98	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787302	none	150	Solexa-194803	6018	3021	SRR1469321	SRS648346	GTEX-ZVT2-2626-SM-51MTD	RNA:Total RNA	Artery - Tibial	<not provided>	1273483	985244	Blood Vessel	No	RNA Expression (NGS)	female	GTEX-ZVT2-2626-SM-51MTD	GTEX-ZVT2	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02787815	none	150	Solexa-232577	6428	3074	SRR1469345	SRS648347	GTEX-14ABY-1126-SM-5Q5F8	RNA:Total RNA	Lung	<not provided>	1271247	985150	Lung	No	RNA Expression (NGS)	male	GTEX-14ABY-1126-SM-5Q5F8	GTEX-14ABY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02790196	none	150	Solexa-224472	6509	3146	SRR1469369	SRS648348	GTEX-13CF3-0126-SM-5IFFM	RNA:Total RNA	Adrenal Gland	<not provided>	1269472	985046	Adrenal Gland	No	RNA Expression (NGS)	female	GTEX-13CF3-0126-SM-5IFFM	GTEX-13CF3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02793115	none	150	Solexa-220286	4826	2151	SRR1469390	SRS648349	GTEX-131XH-2626-SM-5GCNP	RNA:Total RNA	Minor Salivary Gland	<not provided>	1269050	985021	Salivary Gland	No	RNA Expression (NGS)	male	GTEX-131XH-2626-SM-5GCNP	GTEX-131XH	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792916	none	150	Solexa-226868	4694	2460	SRR1469413	SRS648350	GTEX-13O21-3126-SM-5J1OI	RNA:Total RNA	Adipose - Visceral (Omentum)	<not provided>	1270021	985076	Adipose Tissue	No	RNA Expression (NGS)	male	GTEX-13O21-3126-SM-5J1OI	GTEX-13O21	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02788805	none	150	Solexa-215696	6986	3443	SRR1469432	SRS648351	GTEX-ZYT6-1526-SM-5E45F	RNA:Total RNA	Artery - Tibial	<not provided>	1273699	985258	Blood Vessel	No	RNA Expression (NGS)	male	GTEX-ZYT6-1526-SM-5E45F	GTEX-ZYT6	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789626	none	150	Solexa-179146	4943	2173	SRR1469455	SRS648352	GTEX-WYVS-0826-SM-4RTXB	RNA:Total RNA	Esophagus - Muscularis	<not provided>	1271983	721003	Esophagus	No	RNA Expression (NGS)	female	GTEX-WYVS-0826-SM-4RTXB	GTEX-WYVS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789790	none	150	Solexa-226961	7169	3869	SRR1469477	SRS648353	GTEX-13OVJ-0626-SM-5J2O2	RNA:Total RNA	Thyroid	<not provided>	1270190	985084	Thyroid	No	RNA Expression (NGS)	female	GTEX-13OVJ-0626-SM-5J2O2	GTEX-13OVJ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02789083	none	150	Solexa-211556	6998	3656	SRR1469495	SRS648354	GTEX-11TUW-0011-R5b-SM-5BC6Q	RNA:Total RNA	Brain - Caudate (basal ganglia)	<not provided>	1268102	984973	Brain	No	RNA Expression (NGS)	male	GTEX-11TUW-0011-R5b-SM-5BC6Q	GTEX-11TUW	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
WXS	HG19_Broad_variant	SAMN02792620	none	150	Pond-275616	7097	3356	SRR1469517	SRS648355	GTEX-SJXC-0003-SM-4SVPY	DNA:DNA Genomic	Whole Blood	<not provided>	1271716	678178	Blood	No	Whole Exome (NGS)	male	GTEX-SJXC-0003-SM-4SVPY	GTEX-SJXC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN02792771	none	150	Solexa-212820	7234	3377	SRR1469547	SRS648356	GTEX-11EMC-2026-SM-5A5JV	RNA:Total RNA	Breast - Mammary Tissue	<not provided>	1267653	984950	Breast	No	RNA Expression (NGS)	female	GTEX-11EMC-2026-SM-5A5JV	GTEX-11EMC	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
